position,title
Q12969145,President
Q2914766,Vice President
Q29582802,Minister of Agriculture
Q110125512,Minister of Communication
Q108550593,Minister of Culture
Q24258967,Minister of Defence
Q108550498,Minister of Economy
Q28149889,Minister of Education
Q41153369,Minister of the Environment and Sustainable Development
Q108550536,Minister of Foreign Affairs and Worship
Q28504123,Minister of Health
Q108550461,Minister of the Interior
Q28503295,minister of Justice and Human Rights
Q28146978,Minister of Labour
Q28146983,Minister of Production
Q108550488,Minister of Public Works
Q78281209,"Minister of Science, Technology and Innovation"
Q41585603,Minister of Security
Q108550607,Minister of Social Development
Q108550549,Minister of Territorial Development and Habitat
Q108550507,Minister of Tourism and Sports
Q108550600,Minister of Transport
Q78280470,"Minister of Women, Genders and Diversity"
Q110421610,"Secretary of Energy"
Q108750548,Secretary of Malvinas Affairs
Q2602792,Chief of the Cabinet of Ministers
Q108750501,President of the Chamber of Deputies
Q17626067,Attorney General
Q65161083,Chief of the Armed Forces Joint Staff
Q94849947,Chief of the Air Force General Staff
Q89856397,Chief of the Army General Staff
Q94846182,Chief of the Navy General Staff
Q108750597,General Secretary of the Presidency
Q1425955,Governor of Buenos Aires
Q16571930,Governor of Catamarca
Q6352224,Governor of Chaco
Q23978846,Governor of Chubut
Q23979143,Governor of Corrientes
Q3249940,Governor of Córdoba
Q23979151,Governor of Entre Ríos
Q23979499,Governor of Formosa
Q23979520,Governor of Jujuy
Q4122443,Governor of La Rioja
Q5589678,Governor of Mendoza
Q23979210,Governor of Misiones
Q5881767,Governor of Neuquén
Q23979080,Governor of Río Negro
Q23979539,Governor of Salta
Q23979097,Governor of San Juan
Q23978750,Governor of San Luis
Q23978757,Governor of Santa Cruz
Q5589713,Governor of Santa Fe
Q23979135,Governor of Santiago del Estero
Q23979073,Governor of Tierra del Fuego
Q23979122,Governor of Tucumán
Q21693118,Head of Government of Buenos Aires City
